BusinessEntityID,QuotaDate,SalesQuota,rowguid,ModifiedDate
280,2014-03-01,390000.0,BFF32188-2095-43B6-88FF-4CDCDD7C2F4C,2014-01-15
281,2011-05-31,460000.0,FCEF2AF1-6183-41B3-A04F-2EAD88389267,2011-04-16
281,2011-08-31,549000.0,AD3E7040-3F1F-485E-A716-F7D18CE09E76,2011-07-17
281,2011-12-01,473000.0,90489216-EA7E-43B0-BE90-17F2ED47F2E2,2011-10-17
281,2012-02-29,493000.0,23DCFB7A-4B3F-4302-B88A-989B28C9C32A,2012-01-15
281,2012-05-30,1034000.0,61407C3A-731D-4269-9894-BFA0F447FE79,2012-04-15
281,2012-08-30,813000.0,BFB04C57-F0F4-4422-AA9B-D2A74E67A3A8,2012-07-16
281,2012-11-30,470000.0,49C77875-1C39-4253-8505-BD7FE53A0AE2,2012-10-16
281,2013-02-28,555000.0,F6C65525-B30A-42B5-BE6C-EA63B6BEF320,2013-01-14
281,2013-05-30,935000.0,CB4DE112-C5FA-4B67-8EEB-9F09569C249C,2013-04-15
281,2013-08-30,684000.0,CFA3347D-BBF9-4F9B-8339-6FC0FD0079F4,2013-07-16
281,2013-11-30,614000.0,070F2190-C4FB-4261-98EF-C6B5CA745DE8,2013-10-16
281,2014-03-01,724000.0,634A330E-8683-42D4-824F-39B3F9076270,2014-01-15
282,2011-05-31,525000.0,BDE90D55-C92E-4B0D-8E0C-72FD0EECE610,2011-04-16
282,2011-08-31,767000.0,10C5E693-5182-4951-9F36-0BAE17B3878C,2011-07-17
282,2011-12-01,583000.0,D3AFA546-5A53-47CA-B2AC-49A54D68C090,2011-10-17
282,2012-02-29,583000.0,85CD56A2-F1A1-4E1D-9AB6-F415D811F3C1,2012-01-15
282,2012-05-30,496000.0,1F07008F-826F-4C83-A3F6-B72EA3A406AF,2012-04-15
282,2012-08-30,452000.0,0F4F65CA-3A56-46F0-B5F0-9D86DB593CA3,2012-07-16
282,2012-11-30,288000.0,292D397C-B094-44BD-8374-CFF90CF4B10A,2012-10-16
282,2013-02-28,247000.0,122081EA-60AF-45E8-B732-7E614EDF8460,2013-01-14
282,2013-05-30,1051000.0,8253C051-2DD1-47B8-8E54-CB52882FDC01,2013-04-15
282,2013-08-30,707000.0,40ADE5DE-6CAE-40C2-8D7F-594045A6A40E,2013-07-16
282,2013-11-30,569000.0,62DD856A-7B26-4952-861D-5C8B85A2E859,2013-10-16
282,2014-03-01,830000.0,F020801A-4E65-42E3-83E5-CB92FDE0BEEE,2014-01-15
283,2011-05-31,226000.0,610F84C0-206D-487F-988E-C804ABFC11A5,2011-04-16
283,2011-08-31,353000.0,62CE3158-2B10-483F-BEB3-5E4D60966183,2011-07-17
283,2011-12-01,280000.0,7A09CD71-EED6-485B-8AF4-800C82AEC15A,2011-10-17
283,2012-02-29,267000.0,D44E0E60-C00C-413B-B288-1B69553120BC,2012-01-15
283,2012-05-30,483000.0,5E45EB9D-6592-444C-BB43-8B260AFABD7D,2012-04-15
283,2012-08-30,341000.0,A3974EB0-509F-432A-8046-8E14BB175A91,2012-07-16
283,2012-11-30,151000.0,A0018050-D5A1-46B9-88A0-37EA2034585A,2012-10-16
283,2013-02-28,284000.0,8DE8217F-553D-4614-B0E0-B0BDB32E7AEC,2013-01-14
283,2013-05-30,631000.0,9B6E418D-0842-4FE3-B86A-9ECA7CCE4367,2013-04-15
283,2013-08-30,372000.0,C97C50F2-2DBE-465D-8780-FE201F0CFD25,2013-07-16
283,2013-11-30,234000.0,816A0650-905E-4079-8F89-2E1A698A1E10,2013-10-16
283,2014-03-01,403000.0,99552F0A-6A94-4A5B-AFE9-A18973958B9E,2014-01-15
284,2012-08-30,321000.0,375ED681-8543-49E2-BB95-FA56545568E8,2012-07-16
284,2012-11-30,281000.0,62E27478-25EA-4F94-AF10-757C85F5CACE,2012-10-16
284,2013-02-28,304000.0,169659D9-A26F-4EA3-9F49-B0857C24CB4C,2013-01-14
284,2013-05-30,516000.0,5671EC9E-4FA4-4232-907F-5CB981445E52,2013-04-15
284,2013-08-30,380000.0,4B6EBE93-65ED-474B-9210-3115F0979546,2013-07-16
284,2013-11-30,454000.0,70785E05-776D-4479-B6B5-83D9B1C9D7DD,2013-10-16
284,2014-03-01,497000.0,D566E989-D212-4B08-BB20-BE7967ECEFAF,2014-01-15
285,2013-05-30,132000.0,A6B9418A-D891-469E-A2C2-5D3E8E7251FD,2013-04-15
285,2013-08-30,40000.0,EB5D735C-8BBD-4B6C-A7EB-A006335A5D2E,2013-07-16
285,2013-11-30,7000.0,F9488F84-7DFE-4073-8DE4-BA2BA1F3A00F,2013-10-16
285,2014-03-01,26000.0,2C00A4FC-8F81-4B01-8E12-5171E008803B,2014-01-15
286,2013-05-30,478000.0,03A84ECC-E299-4B61-A634-892399E0A0EC,2013-04-15
286,2013-08-30,389000.0,34B585BA-DD7E-41E6-AF29-A4AC61EAE320,2013-07-16
286,2013-11-30,399000.0,5AF006C1-AA62-4303-875F-F248B448297C,2013-10-16
286,2014-03-01,421000.0,53A0DF58-8B98-4371-97A5-14C1442A3582,2014-01-15
287,2012-05-30,93000.0,0103899F-618C-4478-90BB-815B20856F35,2012-04-15
287,2012-08-30,15000.0,F72567DA-8A78-43C7-9ADB-30B1503E6F56,2012-07-16
287,2012-11-30,33000.0,87A51A0F-3D6D-42D0-98A7-4AD934977417,2012-10-16
287,2013-02-28,110000.0,6206C73D-958D-44CA-B1C1-5E0C34A3C156,2013-01-14
287,2013-05-30,184000.0,5FBE0FBE-45FF-42AD-9E04-46D6C5DD24A9,2013-04-15
287,2013-08-30,324000.0,27DED788-F295-472A-8151-5254A86103E0,2013-07-16
287,2013-11-30,116000.0,B1382489-B7EF-465F-BC96-06FD27E8F320,2013-10-16
287,2014-03-01,1000.0,5DB4299A-1AD9-49C6-B024-528C771CAE3F,2014-01-15
288,2013-05-30,728000.0,0A25496D-5797-44F6-9331-A71D06B0FD63,2013-04-15
288,2013-08-30,566000.0,C88DAFC0-A293-4A00-98C2-1A530288A113,2013-07-16
288,2013-11-30,366000.0,A2B99573-AF8A-461A-B554-F489DE2FA266,2013-10-16
288,2014-03-01,627000.0,15E5EAE2-BD36-4798-A066-BC7594E2930B,2014-01-15
289,2012-05-30,1898000.0,76D1ED81-97A0-466E-8778-51B19E6B21FA,2012-04-15
289,2012-08-30,1262000.0,738AC57F-D7A4-42F6-BB6C-0447D877AA13,2012-07-16
289,2012-11-30,938000.0,9058A255-7745-494B-9A4B-6CEA2D0A3BA7,2012-10-16
289,2013-02-28,1279000.0,F436E58A-B6E5-4945-BEE1-C80602B7B7A8,2013-01-14
289,2013-05-30,1506000.0,81EF8BC1-EFF8-4CFF-ADC3-3B76104D9B5F,2013-04-15
289,2013-08-30,1419000.0,496E25D7-21A1-4185-9FBC-2DB261C8DE25,2013-07-16
289,2013-11-30,883000.0,CE0B49C6-CED2-46B2-83C4-28F72D04CE5C,2013-10-16
289,2014-03-01,1329000.0,15BE4C16-782C-40FD-861F-DD85CDEBCA83,2014-01-15
290,2012-05-30,593000.0,6A02AB77-5938-4EF9-AC8F-F150C4D18853,2012-04-15
290,2012-08-30,409000.0,3D041BA7-323F-48D5-9E7E-2B65B6AFD846,2012-07-16
290,2012-11-30,217000.0,AA12DE6F-C835-4876-9AFB-7AE5501DB57E,2012-10-16
290,2013-02-28,404000.0,C35FB2F4-1E84-4B8F-AF6B-186315CCAC08,2013-01-14
290,2013-05-30,1262000.0,C637E5F0-1E12-41F6-932E-53714B6961A8,2013-04-15
290,2013-08-30,1057000.0,59E16B51-71F7-48E4-8A80-359103FE685A,2013-07-16
290,2013-11-30,707000.0,A6CF1E2A-DA84-407A-9BEC-4AD473708C0B,2013-10-16
290,2014-03-01,908000.0,00F2F9F8-5158-4436-B134-7E0C462289E5,2014-01-15
