ProductID,ProductPhotoID,Primary,ModifiedDate
445,1,True,2008-03-31
446,1,True,2008-03-31
447,1,True,2008-03-31
448,1,True,2008-03-31
449,1,True,2008-03-31
450,1,True,2008-03-31
451,1,True,2008-03-31
452,1,True,2008-03-31
453,1,True,2008-03-31
454,1,True,2008-03-31
455,1,True,2008-03-31
456,1,True,2008-03-31
457,1,True,2008-03-31
458,1,True,2008-03-31
459,1,True,2008-03-31
460,1,True,2008-03-31
461,1,True,2008-03-31
462,1,True,2008-03-31
463,1,True,2008-03-31
464,1,True,2008-03-31
465,1,True,2008-03-31
466,1,True,2008-03-31
467,1,True,2008-03-31
468,1,True,2008-03-31
469,1,True,2008-03-31
470,1,True,2008-03-31
471,1,True,2008-03-31
472,1,True,2008-03-31
473,1,True,2008-03-31
474,1,True,2008-03-31
475,1,True,2008-03-31
476,1,True,2008-03-31
477,1,True,2008-03-31
478,1,True,2008-03-31
479,1,True,2008-03-31
480,1,True,2008-03-31
481,1,True,2008-03-31
482,1,True,2008-03-31
483,1,True,2008-03-31
484,1,True,2008-03-31
485,1,True,2008-03-31
486,1,True,2008-03-31
487,1,True,2008-03-31
488,1,True,2008-03-31
489,1,True,2008-03-31
490,1,True,2008-03-31
491,1,True,2008-03-31
492,1,True,2008-03-31
493,1,True,2008-03-31
494,1,True,2008-03-31
495,1,True,2008-03-31
496,1,True,2008-03-31
497,1,True,2008-03-31
504,1,True,2008-03-31
505,1,True,2008-03-31
506,1,True,2008-03-31
507,1,True,2008-03-31
508,1,True,2008-03-31
509,1,True,2008-03-31
510,1,True,2008-03-31
511,1,True,2008-03-31
512,1,True,2008-03-31
513,1,True,2008-03-31
514,1,True,2008-03-31
515,1,True,2008-03-31
516,1,True,2008-03-31
517,1,True,2008-03-31
518,1,True,2008-03-31
519,1,True,2008-03-31
520,1,True,2008-03-31
521,1,True,2008-03-31
522,1,True,2008-03-31
523,1,True,2008-03-31
524,1,True,2008-03-31
525,1,True,2008-03-31
526,1,True,2008-03-31
527,1,True,2008-03-31
528,1,True,2008-03-31
529,1,True,2008-03-31
530,1,True,2008-03-31
531,1,True,2008-03-31
532,1,True,2008-03-31
533,1,True,2008-03-31
534,1,True,2008-03-31
535,1,True,2008-03-31
679,1,True,2008-03-31
680,1,True,2008-03-31
706,1,True,2008-03-31
707,1,True,2011-05-01
708,1,True,2011-05-01
709,1,True,2011-05-01
710,1,True,2011-05-01
711,1,True,2011-05-01
712,1,True,2011-05-01
713,162,True,2011-05-01
714,162,True,2011-05-01
715,162,True,2011-05-01
716,162,True,2011-05-01
717,1,True,2011-05-01
718,1,True,2011-05-01
719,1,True,2011-05-01
720,1,True,2011-05-01
721,1,True,2011-05-01
722,1,True,2011-05-01
723,1,True,2011-05-01
724,1,True,2011-05-01
725,1,True,2011-05-01
726,1,True,2011-05-01
727,1,True,2011-05-01
728,1,True,2011-05-01
729,1,True,2011-05-01
730,1,True,2011-05-01
731,1,True,2011-05-01
732,1,True,2011-05-01
733,1,True,2011-05-01
734,1,True,2011-05-01
735,1,True,2011-05-01
736,1,True,2011-05-01
737,1,True,2011-05-01
738,1,True,2011-05-01
739,143,True,2011-05-01
740,143,True,2011-05-01
741,143,True,2011-05-01
742,143,True,2011-05-01
743,139,True,2011-05-01
744,139,True,2011-05-01
745,139,True,2011-05-01
746,139,True,2011-05-01
747,139,True,2011-05-01
748,143,True,2011-05-01
749,126,True,2011-05-01
750,126,True,2011-05-01
751,126,True,2011-05-01
752,126,True,2011-05-01
753,126,True,2011-05-01
754,111,True,2011-05-01
755,111,True,2011-05-01
756,111,True,2011-05-01
757,111,True,2011-05-01
758,111,True,2011-05-01
759,126,True,2011-05-01
760,126,True,2011-05-01
761,126,True,2011-05-01
762,126,True,2011-05-01
763,126,True,2011-05-01
764,126,True,2011-05-01
765,118,True,2011-05-01
766,118,True,2011-05-01
767,118,True,2011-05-01
768,118,True,2011-05-01
769,118,True,2011-05-01
770,118,True,2011-05-01
771,128,True,2011-05-01
772,128,True,2011-05-01
773,128,True,2011-05-01
774,128,True,2011-05-01
775,118,True,2011-05-01
776,118,True,2011-05-01
777,118,True,2011-05-01
778,118,True,2011-05-01
779,84,True,2012-04-30
780,84,True,2012-04-30
781,84,True,2012-04-30
782,78,True,2012-04-30
783,78,True,2012-04-30
784,78,True,2012-04-30
785,78,True,2012-04-30
786,78,True,2012-04-30
787,78,True,2012-04-30
788,78,True,2012-04-30
789,179,True,2012-04-30
790,179,True,2012-04-30
791,179,True,2012-04-30
792,179,True,2012-04-30
793,177,True,2012-04-30
794,177,True,2012-04-30
795,177,True,2012-04-30
796,177,True,2012-04-30
797,131,True,2012-04-30
798,131,True,2012-04-30
799,131,True,2012-04-30
800,131,True,2012-04-30
801,131,True,2012-04-30
802,138,True,2012-04-30
803,138,True,2012-04-30
804,138,True,2012-04-30
805,1,True,2012-04-30
806,1,True,2012-04-30
807,1,True,2012-04-30
808,145,True,2012-04-30
809,1,True,2012-04-30
810,1,True,2012-04-30
811,1,True,2012-04-30
812,1,True,2012-04-30
813,1,True,2012-04-30
814,1,True,2012-04-30
815,160,True,2012-04-30
816,160,True,2012-04-30
817,160,True,2012-04-30
818,160,True,2012-04-30
819,160,True,2012-04-30
820,160,True,2012-04-30
821,160,True,2012-04-30
822,1,True,2012-04-30
823,160,True,2012-04-30
824,160,True,2012-04-30
825,160,True,2012-04-30
826,160,True,2012-04-30
827,160,True,2012-04-30
828,160,True,2012-04-30
829,160,True,2012-04-30
830,1,True,2012-04-30
831,1,True,2012-04-30
832,1,True,2012-04-30
833,1,True,2012-04-30
834,1,True,2012-04-30
835,1,True,2012-04-30
836,1,True,2012-04-30
837,1,True,2012-04-30
838,1,True,2012-04-30
839,1,True,2012-04-30
840,1,True,2012-04-30
841,176,True,2012-04-30
842,1,True,2012-04-30
843,167,True,2012-04-30
844,172,True,2012-04-30
845,166,True,2012-04-30
846,156,True,2012-04-30
847,137,True,2012-04-30
848,153,True,2012-04-30
849,176,True,2012-04-30
850,176,True,2012-04-30
851,176,True,2012-04-30
852,1,True,2012-04-30
853,1,True,2012-04-30
854,1,True,2012-04-30
855,1,True,2012-04-30
856,1,True,2012-04-30
857,1,True,2012-04-30
858,1,True,2012-04-30
859,1,True,2012-04-30
860,1,True,2012-04-30
861,1,True,2012-04-30
862,1,True,2012-04-30
863,1,True,2012-04-30
864,1,True,2013-04-30
865,1,True,2013-04-30
866,1,True,2013-04-30
867,175,True,2013-04-30
868,175,True,2013-04-30
869,175,True,2013-04-30
870,159,True,2013-04-30
871,1,True,2013-04-30
872,158,True,2013-04-30
873,157,True,2013-04-30
874,1,True,2013-04-30
875,1,True,2013-04-30
876,1,True,2013-04-30
877,1,True,2013-04-30
878,1,True,2013-04-30
879,1,True,2013-04-30
880,1,True,2013-04-30
881,165,True,2013-04-30
882,165,True,2013-04-30
883,165,True,2013-04-30
884,165,True,2013-04-30
885,1,True,2013-04-30
886,141,True,2013-04-30
887,1,True,2013-04-30
888,1,True,2013-04-30
889,1,True,2013-04-30
890,1,True,2013-04-30
891,1,True,2013-04-30
892,1,True,2013-04-30
893,1,True,2013-04-30
894,154,True,2013-04-30
895,1,True,2013-04-30
896,1,True,2013-04-30
897,1,True,2013-04-30
898,1,True,2013-04-30
899,141,True,2013-04-30
900,141,True,2013-04-30
901,141,True,2013-04-30
902,141,True,2013-04-30
903,1,True,2013-04-30
904,1,True,2013-04-30
905,1,True,2013-04-30
906,1,True,2013-04-30
907,1,True,2013-04-30
908,149,True,2013-04-30
909,1,True,2013-04-30
910,1,True,2013-04-30
911,1,True,2013-04-30
912,1,True,2013-04-30
913,1,True,2013-04-30
914,1,True,2013-04-30
915,1,True,2013-04-30
916,1,True,2013-04-30
917,1,True,2013-04-30
918,1,True,2013-04-30
919,1,True,2013-04-30
920,1,True,2013-04-30
921,1,True,2013-04-30
922,1,True,2013-04-30
923,173,True,2013-04-30
924,1,True,2013-04-30
925,1,True,2013-04-30
926,1,True,2013-04-30
927,1,True,2013-04-30
928,1,True,2013-04-30
929,1,True,2013-04-30
930,146,True,2013-04-30
931,1,True,2013-04-30
932,1,True,2013-04-30
933,155,True,2013-04-30
934,1,True,2013-04-30
935,147,True,2013-04-30
936,147,True,2013-04-30
937,147,True,2013-04-30
938,135,True,2013-04-30
939,135,True,2013-04-30
940,135,True,2013-04-30
941,135,True,2013-04-30
942,1,True,2013-04-30
943,1,True,2013-04-30
944,1,True,2013-04-30
945,1,True,2013-04-30
946,1,True,2013-04-30
947,1,True,2013-04-30
948,1,True,2013-04-30
949,1,True,2013-04-30
950,1,True,2013-04-30
951,1,True,2013-04-30
952,150,True,2013-04-30
953,87,True,2013-04-30
954,99,True,2013-04-30
955,99,True,2013-04-30
956,99,True,2013-04-30
957,99,True,2013-04-30
958,87,True,2013-04-30
959,87,True,2013-04-30
960,87,True,2013-04-30
961,99,True,2013-04-30
962,99,True,2013-04-30
963,99,True,2013-04-30
964,99,True,2013-04-30
965,99,True,2013-04-30
966,87,True,2013-04-30
967,87,True,2013-04-30
968,87,True,2013-04-30
969,87,True,2013-04-30
970,87,True,2013-04-30
971,87,True,2013-04-30
972,87,True,2013-04-30
973,113,True,2013-04-30
974,113,True,2013-04-30
975,113,True,2013-04-30
976,113,True,2013-04-30
977,102,True,2013-04-30
978,87,True,2013-04-30
979,87,True,2013-04-30
980,80,True,2013-04-30
981,80,True,2013-04-30
982,80,True,2013-04-30
983,80,True,2013-04-30
984,1,True,2013-04-30
985,1,True,2013-04-30
986,1,True,2013-04-30
987,1,True,2013-04-30
988,1,True,2013-04-30
989,1,True,2013-04-30
990,1,True,2013-04-30
991,1,True,2013-04-30
992,1,True,2013-04-30
993,1,True,2013-04-30
994,1,True,2013-04-30
995,1,True,2013-04-30
996,1,True,2013-04-30
997,102,True,2013-04-30
998,102,True,2013-04-30
999,102,True,2013-04-30
