reg_num,subj,crse,sect,title,units,instructor,days,start_time,end_time,building,room
20576,ECON,314,S,Macroeconomic Theory,1.0,Parker,M-W-F,11:00AM,11:50,VOLLUM,120
20580,ECON,331,S,History of Economic Thought,1.0,Clausing,M-W-F,01:10PM,02:00,VOLLUM,134
10587,ECON,341,F,Monetary and Fiscal Policy,1.0,Parker,T-Th,01:10PM,02:30,VOLLUM,228
10589,ECON,342,F,International Macroeconomics,1.0,Clausing,M-W-F,01:10PM,02:00,VOLLUM,134
20585,ECON,348,S,Economics of the PublicSector,1.0,Netusil,M-W-F,02:10PM,03:00,VOLLUM,116
10586,ANTH,392,F01,Structuralism and Semiotics,1.0,Stasch,T-Th,01:10PM,02:30,VOLLUM,134
10590,ECON,351,F,Environment & Nat Resrce Econ,1.0,Netusil,M-W-F,02:10PM,03:00,VOLLUM,116
10591,ECON,382,F,Economics of Development,1.0,Despins,M-W-F,11:00AM,11:50,VOLLUM,234
20582,ECON,383,S,International Trade,1.0,Clausing,M-W-F,10:00AM,10:50,VOLLUM,234
10592,ECON,401,F,Seminar: Unemployment,0.5,Parker,M-W-F,12:00PM,12:50,VOLLUM,234
20602,ECON,413,S,Economics & Game Theory,1.0,Despins,T-Th,09:00AM,10:20,VOLLUM,234
20592,ECON,442,S,"Econ Envirn, Intl Trade,Devel",1.0,Despins,T-Th,10:30AM,11:50,VOLLUM,234
10597,ECON,454,F,Economic Growth,1.0,Parker,M-W-F,10:00AM,10:50,VOLLUM,234
10503,ENG,201,F01,Intro Narr:Native AmericanLit,1.0,Arnold,M-W,03:10PM,04:30,VOLLUM,116
10774,ENG,201,F02,Intro Narr: Telling Lives,1.0,Leveen,M-W-F,01:10PM,02:00,VOLLUM,309
20508,ENG,201,S,Intro Narrative: The Essay,1.0,Duquette,M-W-F,01:10PM,02:00,VOLLUM,110
10593,ANTH,392,F02,Structuralism and Semiotics,1.0,Stasch,T-Th,02:40PM,04:00,VOLLUM,134
10504,ENG,205,F01,Intro Fict:Colonl&LaterNovels,1.0,Gillcrist,T-Th,10:30AM,11:50,ELIOT,416
10505,ENG,205,F02,Intro Fict:Portraits ofLadies,1.0,King,T-Th,10:30AM,11:50,PSYCH,108
20509,ENG,205,S,Intro Fict: The Short Story,1.0,Baker,M-W-F,01:10PM,02:00,VOLLUM,120
10506,ENG,211,F01,Intro to Poetry and Poetics,1.0,Steinman,T-Th,01:10PM,02:30,VOLLUM,110
10507,ENG,211,F02,Intro to Poetry and Poetics,1.0,Steinman,T-Th,02:40PM,04:00,VOLLUM,116
20510,ENG,211,S,Intro to Poetry and Poetics,1.0,Stauder,T-Th,01:10PM,02:30,PSYCH,103
10758,ENG,242,F,Intro to Drama: The 1990s,1.0,Savery,M-W-F,10:00AM,10:50,LIB,41
20511,ENG,242,S01,Intro Drama:Conventn &Inovatn,1.0,Porter,T-Th,10:30AM,11:50,ELIOT,416
20512,ENG,242,S02,Intro Drama:Conventn &Inovatn,1.0,Porter,T-Th,02:40PM,04:00,ELIOT,416
10508,ENG,301,F,Jun Sem: Epic and Novel,1.0,Sherman,T-Th,10:30AM,11:50,ELIOT,126
20660,ANTH,434,S,Theories of Culture,1.0,Brightman,W,07:10PM,10:00,ELIOT,
20513,ENG,302,S,"Jun Sem:Irony, Allegory, Epic",1.0,Knapp,W,07:10PM,10:00,VOLLUM,126
20647,ENG,303,S,Amer. Studies Seminar: TheEnd,1.0,Arnold,M-W,03:10PM,04:30,PSYCH,103
20514,ENG,333,S01,"Fict:Wolff,Forster,Bloomsbury",1.0,Gillcrist,T-Th,10:30AM,11:50,ELIOT,405
20515,ENG,333,S02,Fict: Novel & Theory Mimesis,1.0,King,T,07:10PM,10:00,VOLLUM,126
20516,ENG,338,S,Mod Fict:Representing Mothers,1.0,Sherman,T-Th,10:30AM,11:50,ELIOT,126
10509,ENG,341,F01,American Lit: Race in America,1.0,Baker,M,06:10PM,09:00,VOLLUM,126
10510,ENG,341,F02,Amer Lit: The James Brothers,1.0,Duquette,M-W,03:10PM,04:30,ELIOT,405
20677,ENG,341,S,American Lit: Speaking ofRace,1.0,Leveen,Th,07:10PM,10:00,VOLLUM,110
10511,ENG,356,F,20th Cent African-Amercan Lit,1.0,Savery,M-W-F,11:00AM,11:50,LIB,41
10512,ENG,363,F,Love in Shakespeare,1.0,Porter,T-Th,02:40PM,04:00,PHYSIC,121
10458,ART,161,F01,Introductory Drawing,0.5,Knutson,M-W,01:10PM,04:00,ART,DRAW
20517,ENG,363,S,Skepticism in Shakespeare,1.0,Knapp,M-W-F,02:10PM,03:00,VOLLUM,126
10752,ENG,366,F,Poetry: Pound and H.D.,1.0,Stauder,T-Th,01:10PM,02:30,VOLLUM,118
20518,ENG,384,S,Poetry & History:Contemp Amer,1.0,Steinman,T-Th,02:40PM,04:00,VOLLUM,116
10514,ENG,393,F,Literary Theory:EthicsReading,1.0,Knapp,M-W-F,02:10PM,03:00,LIB,41
10136,FREN,110,Y01,First Year French,1.0,,,,,,Hochman         M-T-W-Th-F11:00     ELIOT   207
10137,FREN,110,Y02,First Year French,1.0,,,,,,Hochman         M-T-W-Th-F12:00     ELIOT   207
10138,FREN,110,Y03,First Year French,1.0,,,,,,Khan            M-T-W-Th-F12:00     ELIOT   216
10139,FREN,210,Y01,Second Year French,1.0,Delehanty,M-W-F,10:00AM,10:50,VOLLUM,126
10140,FREN,210,Y02,Second Year French,1.0,Berkvam,M-W-F,11:00AM,11:50,VOLLUM,302
10141,FREN,210,Y03,Second Year French,1.0,Berkvam,M-W-F,12:00PM,12:50,VOLLUM,302
10459,ART,161,F02,Introductory Drawing,0.5,Ondrizek,T-Th,09:00AM,11:50,ART,DRAW
10142,FREN,320,Y,Stylistics and Composition,1.0,Khan,M-W-F,11:00AM,11:50,VOLLUM,118
10495,FREN,332,F,Lit & Society (16th Century),1.0,Berkvam,T-Th,01:10PM,02:30,VOLLUM,302
20493,FREN,334,S,Lit & Society (18th Century),1.0,Berkvam,T-Th,01:10PM,02:30,VOLLUM,302
20494,FREN,341,S,Early Modern French Narrative,1.0,Khan,M-W,03:10PM,04:30,LIB,203
20495,FREN,351,S,17th Cent French Drama,1.0,Delehanty,T-Th,02:40PM,04:00,VOLLUM,118
20496,FREN,381,S,20th C French Poetry &Poetics,1.0,Hochman,M-W-F,02:10PM,03:00,VOLLUM,302
10496,FREN,382,F,20th Century French Theatre,1.0,Khan,T-Th,02:40PM,04:00,VOLLUM,309
10497,FREN,451,F,Seminar:Uses of Literature,1.0,Hochman,M-W,03:10PM,04:30,VOLLUM,118
10143,GER,110,Y01,Frst Yr German:A Foundation,1.0,,,,,,Irmscher        M-T-W-Th-F11:00     ELIOT   414
10397,GER,110,Y02,Frst Yr German:A Foundation,1.0,,,,,,Irmscher        M-T-W-Th-F12:00     ELIOT   414
20465,ART,162,S,Figure Drawing,0.5,Ondrizek,T-Th,09:00AM,11:50,ART,DRAW
10145,GER,220,Y,Secnd Yr Ger:CultralPerspctvs,1.0,Gokberk,M-W-F,01:10PM,02:00,VOLLUM,110
10498,GER,311,F,Adv Conversation and Writing,1.0,Mieszkowski,T-Th,01:10PM,02:30,ELIOT,419
20499,GER,312,S,Advancd Conversation&Writing,1.0,Irmscher,T-Th,02:40PM,04:00,ELIOT,419
20497,GER,321,S,Modernism: Berlin,1.0,Gokberk,M-W,03:10PM,04:30,VOLLUM,116
20502,GER,335,S,Contemporary German Prose,1.0,Gokberk,Th,06:40PM,09:30,ELIOT,419
10501,GER,341,F,Modern German Theatre,1.0,Rudolf,M-W,03:10PM,04:30,ELIOT,419
10499,GER,391,F,German Thought Postmodrn Era,1.0,Irmscher,T-Th,02:40PM,04:00,ELIOT,414
20500,GER,392,S,German Theory II: Body Media,1.0,Mieszkowski,W,06:10PM,09:00,ELIOT,414
10146,GRK,110,Y,First Year Greek,1.0,,,,,,Nicholson       M-T-W-Th-F11:00     VOLLUM  309
10147,GRK,210,Y,Second Year Greek,1.0,Wolfe,M-T-W-Th,01:10PM,02:00,VOLLUM,234
20466,ART,164,S,Printmaking,0.5,Knutson,M-W,01:10PM,04:00,ART,PRINT
10487,GRK,311,F,Advanced Greek,1.0,Tron,T-Th,04:10PM,05:30,VOLLUM,134
20485,GRK,312,S,Advanced Greek,1.0,Nicholson,T-Th,09:00AM,10:20,VOLLUM,134
20628,HIST,220,S,Late Imperial China,1.0,Fix,M-W-F,01:10PM,02:00,ELIOT,414
10643,HIST,221,F,Modern China,1.0,Fix,M-W-F,10:00AM,10:50,ELIOT,414
10644,HIST,275,F,Cultr & Society 19 CentAmerca,1.0,Dirks,M-W,03:10PM,04:30,VOLLUM,110
20629,HIST,276,S,Culture&Society 20 Cent Amer,1.0,Dirks,M-W,03:10PM,04:30,VOLLUM,110
10784,HIST,281,F,Introduction to Judaism,1.0,McCalla,M-W-F,11:00AM,11:50,ELIOT,314
10645,HIST,308,F01,Spcl Tops: Vietnam War,1.0,Segel,M-W-F,01:10PM,02:00,VOLLUM,120
10646,HIST,308,F02,Spcl Tops: Vietnam War,1.0,Segel,M-W-F,02:10PM,03:00,VOLLUM,120
10647,HIST,322,F,Subaltern Stds Historiography,1.0,Fix,M-W-F,01:10PM,02:00,ELIOT,414
10453,ART,201,F,Introduction to Art History,1.0,Diebold,T-Th,09:00AM,10:20,LIB,41
20630,HIST,325,S,The Family in China and Japan,1.0,Fix,T-Th,01:10PM,02:30,ELIOT,405
10648,HIST,335,F,Devel of Britain 1700-1830,1.0,Sacks,T-Th,10:30AM,11:50,VOLLUM,118
20631,HIST,343,S01,The Third Reich,1.0,Mueller,T-Th,10:30AM,11:50,WINCH,CPHT
20632,HIST,343,S02,The Third Reich,1.0,Mueller,T-Th,01:10PM,02:30,VOLLUM,120
20633,HIST,344,S01,The Russian Revolution,1.0,Smith,T-Th,10:30AM,11:50,PSYCH,103
20634,HIST,344,S02,The Russian Revolution,1.0,Smith,T-Th,02:40PM,04:00,PSYCH,103
10649,HIST,345,F,"Weimar:State,Society &Culture",1.0,Mueller,T-Th,01:10PM,02:30,ELIOT,405
10653,HIST,352,F,Old Regime France 1600-1750,1.0,Breen,M-W-F,02:10PM,03:00,LIB,203
20640,HIST,356,S,The French Enlightenment,1.0,Breen,M-W-F,02:10PM,03:00,LIB,203
20641,HIST,364,S,Civil War and Reconstruction,1.0,Iaccarino,M-W,03:10PM,04:30,VOLLUM,234
20461,ART,201,S01,Introduction to Art History,1.0,Diebold,M-W,03:10PM,04:30,LIB,41
20635,HIST,367,S01,Gender and History,1.0,Dirks,T-Th,01:10PM,02:30,ELIOT,414
20636,HIST,367,S02,Gender and History,1.0,Dirks,T-Th,02:40PM,04:00,ELIOT,414
10650,HIST,369,F,American Slavery,1.0,Iaccarino,M-W,03:10PM,04:30,VOLLUM,126
20637,HIST,384,S01,Mexico: Indepdence toRevolutn,1.0,Garrett,M-W,03:10PM,04:30,VOLLUM,228
20638,HIST,384,S02,Mexico: Indepdence toRevolutn,1.0,Garrett,T-Th,09:00AM,10:20,VOLLUM,228
10651,HIST,386,F,Mexico & the Spanish Conquest,1.0,Garrett,T-Th,09:00AM,10:20,VOLLUM,228
10800,HIST,386,F02,Mexico & the Spanish Conquest,1.0,Garrett,T-Th,10:30AM,11:50,VOLLUM,134
10490,HIST,393,F,Ancient History: Rome,1.0,Kelly,M-W,03:10PM,04:30,VOLLUM,120
20489,HIST,394,S,Specl Topics in Roman History,1.0,Kelly,M-W,03:10PM,04:30,VOLLUM,120
10652,HIST,411,F,Jun Sem: Depression Era U.S.,1.0,Dirks,T-Th,02:40PM,04:00,ELIOT,123
10579,ANTH,211,F03,Introduction to Anthropology,1.0,Stasch,T-Th,10:30AM,11:50,VOLLUM,116
20462,ART,201,S02,Introduction to Art History,1.0,Diebold,T-Th,10:30AM,11:50,LIB,41
20639,HIST,412,S,"Sem: Comty, Auth, Cult15-1700",1.0,Sacks,T-Th,10:30AM,11:50,VOLLUM,134
10072,HUM,110,Y,West Humanities: Greece &Rome,0.0,King,M-W-F,09:00AM,09:50,VOLLUM,VLH
10148,HUM,110,Y01,West Humanities: Greece &Rome,0.0,Arnold,M-W-F,10:00AM,10:50,ELIOT,121
10149,HUM,110,Y02,West Humanities: Greece &Rome,0.0,Drumm,M-W-F,10:00AM,10:50,ELIOT,123
10150,HUM,110,Y03,West Humanities: Greece &Rome,0.0,Englert,M-W-F,10:00AM,10:50,ELIOT,126
10151,HUM,110,Y04,West Humanities: Greece &Rome,0.0,Sherman,M-W-F,10:00AM,10:50,ELIOT,317
10152,HUM,110,Y05,West Humanities: Greece &Rome,0.0,Leveen,M-W-F,10:00AM,10:50,LIB,203
10153,HUM,110,Y06,West Humanities: Greece &Rome,0.0,Arkonovich,M-W-F,11:00AM,11:50,ELIOT,123
10154,HUM,110,Y07,West Humanities: Greece &Rome,0.0,Gillcrist,M-W-F,11:00AM,11:50,ELIOT,126
10155,HUM,110,Y08,West Humanities: Greece &Rome,0.0,Breen,M-W-F,11:00AM,11:50,ELIOT,317
10460,ART,271,F,Introductory Painting,1.0,Knutson,M-W,07:10PM,10:00,ART,PAINT
10156,HUM,110,Y09,West Humanities: Greece &Rome,0.0,Baker,M-W-F,11:00AM,11:50,LIB,203
10157,HUM,110,Y10,West Humanities: Greece &Rome,0.0,Duquette,M-W-F,12:00PM,12:50,ELIOT,317
10158,HUM,110,Y11,West Humanities: Greece &Rome,0.0,Nicholson,M-W-F,12:00PM,12:50,LIB,203
10159,HUM,110,Y12,West Humanities: Greece &Rome,0.0,Stauder,M-W-F,01:10PM,02:00,ELIOT,123
10160,HUM,110,Y13,West Humanities: Greece &Rome,0.0,Feener,M-W-F,01:10PM,02:00,ELIOT,317
10161,HUM,110,Y14,West Humanities: Greece &Rome,0.0,Delehanty,M-W-F,02:10PM,03:00,ELIOT,317
10749,HUM,110,Y25,West Humanities: Greece &Rome,0.0,Foat,M-W-F,02:10PM,03:00,ELIOT,123
10162,HUM,110,Y15,West Humanities: Greece &Rome,0.0,Mandell,M-W,03:10PM,04:30,ELIOT,123
10163,HUM,110,Y16,West Humanities: Greece &Rome,0.0,King,M-W,03:10PM,04:30,ELIOT,317
10164,HUM,110,Y17,West Humanities: Greece &Rome,0.0,David,T-Th,09:00AM,10:20,ELIOT,317
20467,ART,272,S,Introductory Painting II,1.0,Knutson,M-W,07:10PM,10:00,ART,PAINT
10165,HUM,110,Y18,West Humanities: Greece &Rome,0.0,Latham,T-Th,09:00AM,10:20,LIB,203
10775,HUM,110,Y26,West Humanities: Greece &Rome,0.0,Wolfe,T-Th,09:00AM,10:20,ELIOT,126
10166,HUM,110,Y19,West Humanities: Greece &Rome,0.0,Mieszkowski,T-Th,10:30AM,11:50,ELIOT,317
