Dataset,Column,Label,Reference,Domain,Sample
dbo/DimEmployee.csv,PhoneNumber,PersonPhone.PhoneNumber,,,"['594-555-0110', '119-555-0117', '206-555-0180', '476-555-0119', '417-555-0154']"
dbo/DimEmployee.csv,Salaried,Employee.SalariedFlag,,,"[False, False, False, False, False]"
dbo/DimEmployee.csv,isSales,EmployeeFlag,,,"[False, False, False, True, False]"
dbo/DimEmployee.csv,SalesRegionKey,DimSalesTerritory.SalesTerritoryKey,dbo/DimSalesTerritory.csv#DSalesTerKey,,"[11, 8, 11, 11, 11]"
dbo/DimEmployee.csv,SickTime,Employee.SickLeaveHours,,,"[41, 21, 38, 49, 53]"
dbo/DimEmployee.csv,Started,Employee.HireDate,,,"['2009-07-25', '2008-10-03', '2007-08-31', '2008-09-22', '2008-07-08']"
dbo/DimEmployee.csv,EmpStatus,EmployeeStatus,,,"['Current', 'Current', 'Current', 'Current', 'Current']"
dbo/DimEmployee.csv,EmpTitle,Employee.JobTitle,,,"['Production Supervisor - WC60', 'Stocker', 'Database Administrator', 'Production Technician - WC40', 'Production Technician - WC10']"
dbo/DimEmployee.csv,VacationTime,Employee.VacationHours,,,"[16, 56, 96, 12, 46]"
dbo/DimGeography.csv,CityName,Address.City,,,"['Missoula', 'Sammamish', 'Branch', 'Ithaca', 'Mississauga']"
dbo/DimGeography.csv,Country,CountryRegion.CountryRegionCode,,,"['US', 'CA', 'US', 'GB', 'US']"
dbo/DimGeography.csv,EngCountryName,CountryRegion.Name,,,"['Canada', 'Australia', 'Australia', 'United States', 'United States']"
dbo/DimGeography.csv,FrCountry,CountryRegion.Name,,,"['Canada', 'Canada', 'États-Unis', 'Royaume-Uni', 'Canada']"
dbo/DimGeography.csv,LocationKey,DimGeography.GeographyKey,,,"[333, 304, 22, 654, 498]"
dbo/DimGeography.csv,Ipv4,IpAddressLocator,,,"['198.51.100.75', '198.51.100.134', '198.51.100.26', '203.0.113.26', '198.51.100.166']"
dbo/DimGeography.csv,PCode,Address.PostalCode,,,"['SE1 8HL', 'V7L 4J4', '93065', '29910', '23607']"
dbo/DimGeography.csv,SalesTerritory,DimSalesTerritory.SalesTerritoryKey,dbo/DimSalesTerritory.csv#DSalesTerKey,,"[7, 10, 1, 8, 7]"
dbo/DimGeography.csv,SpanishCountry,CountryRegion.Name,,,"['Estados Unidos', 'Reino Unido', 'Estados Unidos', 'Estados Unidos', 'Estados Unidos']"
dbo/DimGeography.csv,StateCode,StateProvince.StateProvinceCode,,,"['NB', 'NSW', 'ENG', 'CT', 'ENG']"
dbo/DimGeography.csv,StateName,StateProvince.Name,,,"['Ohio', 'Seine (Paris)', 'California', 'Nordrhein-Westfalen', 'England']"
dbo/DimOrganization.csv,Currency,DimCurrency.CurrencyKey,dbo/DimCurrency.csv#CurrKey,,"[36, 100, 6, 100, 100]"
dbo/DimOrganization.csv,OrgKey,DimOrganization.OrganizationKey,,,"[2, 1, 8, 5, 12]"
dbo/DimOrganization.csv,Organization,OrganizationName,,,"['European Operations', 'North America Operations', 'AdventureWorks Cycle', 'Northwest Division', 'Southeast Division']"
dbo/DimOrganization.csv,ParentOrgKey,DimOrganization.OrganizationKey,dbo/DimOrganization.csv#OrgKey,,"[14.0, 14.0, 9.0, 14.0, 14.0]"
dbo/DimOrganization.csv,PercentOwner,PercentageOfOwnership,,,"[1.0, 1.0, 0.5, 0.75, 1.0]"
dbo/DimProduct.csv,ArabDESCR,ProductDescription.Description,,,"['ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.', 'ملائمة بشكل عام، وجيدة التهوية، وخفيفة الوزن بقناع واق من الشمس مزود بخاصية الالتصاق التلقائي.', 'يوفر هيكل الألومنيوم سميك الأطراف خفيف الوزن وضع قيادة أكثر انتصابًا أثناء القيام برحلات في أرجاء البلدة. يوفر تصميمنا الابتكاري أعلى درجات الراحة.', 'عجلة احتياطية مخصصة للقيادة في الجبال تناسب كافة أنواع الركاب بدءًا من الراكب العادي إلى الراكب المحترف.', 'يوفر الهيكل المصنوع من سبيكة ألومنيوم قيادة قوية وخفيفة الحركة في نفس الوقت، سواءً كنت تتسابق في حلبة سباق دراجات أو في سباق يتطلب مهارات خاصة ـ بأحد النوادي ـ داخل طرقات ريفية.']"
dbo/DimProduct.csv,ChineseDESCR,ProductDescription.Description,,,"['LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。', '全能经济型自行车，具备基本的舒适和安全特征。提供了更宽也更稳固的轮胎，适用于环城游或周末旅行。', '轻型一体式铝制车架，可以更直立的骑乘姿势进行环城游。我们开创性的设计提供了最佳舒适度。', '享受时尚舒适的旅行。专门设计，最大程度地确保舒适和安全。速度可调，轻松翻越所有类型的山坡。采用高科技铝合金构造，经久耐用，车身轻盈。', '高密度橡皮。']"
dbo/DimProduct.csv,DProdClass,Product.Class,,,"['H ', 'M ', 'H ', 'L ', 'L ']"
dbo/DimProduct.csv,DProdColor,Product.Color,,,"['Black', 'Multi', 'Silver', 'Black', 'Black']"
dbo/DimProduct.csv,DaysToMF,Product.DaysToManufacture,,,"[1, 1, 4, 0, 4]"
dbo/DimProduct.csv,DProdDealerPrice,DealerPrice,,,"[22.794, 38.1, 600.2625, 1376.994, 758.0759]"
dbo/DimProduct.csv,DProdEndDate,Product.SellEndDate,,,"['2008-12-27', '2008-12-27', '2008-12-27', '2008-12-27', '2007-12-28']"
dbo/DimProduct.csv,EngDESCR,ProductDescription.Description,,,"['All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.', 'Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.', 'Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.', 'This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.', 'Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.']"
dbo/DimProduct.csv,EnglishProdName,Product.Name,,,"['Water Bottle - 30 oz.', 'HL Touring Frame - Yellow, 54', 'HL Road Rim', 'External Lock Washer 9', 'HL Mountain Frame - Black, 46']"
dbo/DimProduct.csv,FinGdFlag,Product.FinishedGoodsFlag,,,"[True, False, True, True, True]"
dbo/DimProduct.csv,FrDESCR,ProductDescription.Description,,,"[""Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage\xa0; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum."", 'Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.', 'Entièrement rembourré, amélioration de la souplesse de mouvement des doigts, paume renforcée, fermeture réglable.', ""Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end."", ""Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.""]"
dbo/DimProduct.csv,FrenchProdName,ProductName,,,"['Vélo de route 650 noir, 60', 'Maillot manches longues avec logo, taille S', 'Cadre de vélo de route LL - rouge, 62', 'Cadre de route ML -W - jaune, 38', 'Maillot manches courtes classique, taille M']"
dbo/DimProduct.csv,GermanDESCR,ProductDescription.Description,,,"['""Für echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengünstig.""', 'Außenringe aus Aluminiumlegierung; Radachse mit großem Durchmesser.', 'Langärmliges Unisex-Microfiber-Trikot mit AWC-Logo', '""Vielseitiger Behälter für 2 Liter Flüssigkeit, einfach aufzufüllen und mit Gürtel.""', '""Einheitsgröße, atmungsaktiv, leicht, aufsetzbarer Blendschutz.""']"
dbo/DimProduct.csv,HebrewDESCR,ProductDescription.Description,,,"['רכיבה מסוגננת ונוחה. עיצוב המיועד למרב הנוחות והבטיחות. טווח רחב של מערכות הילוכים מצליח להתגבר על כל השיפועים. מבנה סגסוגת אלומיניום עתיר ידע מספק עמידות ללא תוספת משקל.', 'טכנולוגיה זהה לזו המצוי באופני סדרת ""כביש"" שלנו, אולם המסגרת בגודל המותאם לנשים. מושלמים כאופניים לכל מטרה לכביש ולתחרויות.', 'כל מסגרת מיוצרת ידנית במפעל שלנו ב- Bothell, לקבלת הקוטר ועובי הדופן האופטימליים שנדרשים למסגרת הטובה ביותר לרכיבה הררית. למסגרת האלומיניום המרותכת שהוקשחה בחום, יש צינור בקוטר גדול יותר הסופג את החבטות.', 'מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.', 'מסגרת ה- ML, העשויה סגסוגת אלומיניום זהה לזו המשמשת ליצור מסגרת HL מהקו המוביל שלנו, מתאפיינת בצלע תחתונה קלת משקל החרוטה לקוטר המושלם הנדרש לחוזק אופטימלי. גירסה לנשים.']"
dbo/DimProduct.csv,JapDESCR,ProductDescription.Description,,,"['ロード シリーズの自転車と同じ技術を使用した女性用サイズのフレームで、ロードにも競技にも適した汎用自転車です。', '最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。', '上部のカフスにより、薄くて軽量で耐久性があります。', 'レース トラックの走行でもオフロードのツーリングでも、アルミニウム合金のフレームにより、軽さと剛性を備えた乗り心地を提供します。', '最高級モデルの特色の多くを備えた値打ち価格の自転車です。ハイエンド クラスに匹敵する軽量高剛性フレームと、当社製品の特色である優れた加速性能を備えています。']"
dbo/DimProduct.csv,DProdListPrice,Product.ListPrice,,,"[1349.6, 56.2909, 8.6442, 264.05, 782.99]"
dbo/DimProduct.csv,DProdModelName,ProductModel.Name,,,"['HL Fork', 'Sport-100', 'Road-650', 'Road-450', 'ML Mountain Frame-W']"
dbo/DimProduct.csv,AltProdKey,DimProduct.ProductAlternateKey,,,"['BB-9108', 'FR-T98U-54', 'LE-8000', 'LN-1024', 'FR-T67Y-44']"
dbo/DimProduct.csv,Prod,DimProduct.ProductKey,,,"[79, 597, 549, 385, 229]"
dbo/DimProduct.csv,ProdLine,Product.ProductLine,,,"['M ', 'R ', 'S ', 'T ', 'R ']"
dbo/DimProduct.csv,Category,DimProductSubcategory.ProductSubcategoryKey,dbo/DimProductSubcategory.csv#ProdSubcatKey,,"[24.0, 2.0, 14.0, 3.0, 37.0]"
dbo/DimProduct.csv,ReorderPt,Product.ReorderPoint,,,"[750, 600, 75, 750, 75]"
dbo/DimProduct.csv,SafeStockLvl,Product.SafetyStockLevel,,,"[800, 1000, 800, 500, 100]"
dbo/DimProduct.csv,DProdSize,Product.Size,,,"['52', '58', '44', 'L', 'XL']"
dbo/DimProduct.csv,DProdSizeRng,SizeRange,,,"['54-58 CM', '42-46 CM', '38-40 CM', '48-52 CM', '42-46 CM']"
dbo/DimProduct.csv,SizeUnit,Product.SizeUnitMeasureCode,,,"['CM ', 'CM ', 'CM ', 'CM ', 'CM ']"
dbo/DimProduct.csv,SpanProdName,Product.Name,,,"['Cuadro de carretera GB: rojo, 60', 'Paseo: 3000, azul, 62', 'Cuadro de carretera para mujer GM: amarillo, 40', 'Montaña: 200, plateada, 38', 'Luces: resistentes al agua']"
dbo/DimProduct.csv,StdCost,StandardCost,,,"[18.5584, 1251.9813, 413.1463, 15.1848, 199.8519]"
dbo/DimProduct.csv,DProdStartDate,Product.SellStartDate,,,"['2012-07-01', '2012-07-01', '2013-07-01', '2003-07-01', '2013-07-01']"
dbo/DimProduct.csv,DProdStatus,ProductStatus,,,"['Current', 'Current', 'Current', 'Current', 'Current']"
dbo/DimProduct.csv,DProdStyle,Product.Style,,,"['U ', 'U ', 'U ', 'W ', 'U ']"
dbo/DimProduct.csv,ThaiDESCR,ProductDescription.Description,,,"['เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน', 'จักรยานคู่ใจของนักแข่งระดับแชมเปี้ยน  ได้รับการพัฒนาโดยทีมแข่ง Adventure Works Cycles ใช้เฟรมอลูมิเนียมผ่านความร้อนซึ่งเบาเป็นพิเศษ และการบังคับที่แม่นยำ', 'ได้รับการออกแบบสำหรับทีม AWC พร้อมสายรัด ตัวควบคุมความชื้น บุชามัวส์ และที่รัดขา', 'เฟรมอลูมิเนียมอัลลอยด์ ให้การขับขี่ที่เบา มั่นคง ไม่ว่าคุณจะแข่งอยู่ในเวโลโดรม หรือเผชิญกับเส้นทางที่ท้าทายเพียงใด', 'เดินทางอย่างมาดมั่นและสะดวกสบาย  ได้รับการออกแบบเพื่อให้ปลอดภัยและขับขี่สบายสูงสุด  ช่วงเกียร์กว้าง พร้อมทุกเส้นทางลาดชัน  โครงสร้างอลูมิเนียมอัลลอยด์จากวิทยาการขั้นสูง ให้ความทนทานและมีน้ำหนักเบา']"
dbo/DimProduct.csv,TurkishDESCR,ProductDescription.Description,,,"['Değerine uygun olarak fiyatlandırılan bisikletin bir çok özelliği en üst sınıf modellerinkilerle aynıdır. Aynı hafif sağlam kadroya ve herkesin takdir ettiği çabuk hızlanma özelliğimize sahiptir.', '""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""', '""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""', '""Alüminyum alaşımı kadro, ister velodromda yarış yapın, ister köy yollarında zorlu takım sürüşlerine katılın hafif ve sağlam bir sürüş deneyimi sunar.""', 'Gerçek arazi sürüşü. Tüm yarışma seviyeleri için mükemmel. Mountain-100 ile aynı HL kadro kullanılmıştır.']"
dbo/DimProduct.csv,DProdWeight,Product.Weight,,,"[2.96, 19.79, 27.13, 575.0, 19.42]"
dbo/DimProduct.csv,WeightUnit,Product.WeightUnitMeasureCode,,,"['LB ', 'LB ', 'LB ', 'LB ', 'LB ']"
dbo/DimProductCategory.csv,EngProdCatName,ProductCategory.Name,,,"['Bikes', 'Components', 'Clothing', 'Accessories']"
dbo/DimProductCategory.csv,FrProdCatName,ProductCategoryName,,,"['Vélo', 'Composant', 'Vêtements', 'Accessoire']"
dbo/DimProductCategory.csv,ProdCatAltKey,DimProductCategory.ProductCategoryAlternateKey,,,"[1, 2, 3, 4]"
dbo/DimProductCategory.csv,ProdCatKey,DimProductCategory.ProductCategoryKey,,,"[1, 2, 3, 4]"
dbo/DimProductCategory.csv,SpanProdCatName,ProductCategory.Name,,,"['Bicicleta', 'Componente', 'Prenda', 'Accesorio']"
dbo/DimProductSubcategory.csv,EngProdSubcatName,ProductSubcategory.Name,,,"['Jerseys', 'Bike Stands', 'Helmets', 'Handlebars', 'Chains']"
dbo/DimProductSubcategory.csv,FrProdSubcatName,ProductSubcategoryName,,,"['Jeu de direction', 'Range-vélo', 'Gants', 'Collants', 'Pédalier']"
dbo/DimProductSubcategory.csv,SubProdCatKey,DimProductCategory.ProductCategoryKey,dbo/DimProductCategory.csv#ProdCatKey,,"[2, 3, 2, 4, 4]"
dbo/DimProductSubcategory.csv,ProdSubcatAltKey,DimProductSubcategory.ProductSubcategoryAlternateKey,,,"[9, 23, 15, 1, 24]"
dbo/DimProductSubcategory.csv,ProdSubcatKey,DimProductSubcategory.ProductSubcategoryKey,,,"[29, 20, 1, 9, 15]"
dbo/DimProductSubcategory.csv,SpanProdSubcatName,ProductSubcategory.Name,,,"['Mallas', 'Desviador', 'Rueda', 'Bicicleta de montaña', 'Cuadro de montaña']"
dbo/DimPromotion.csv,DProdDiscountPct,SpecialOffer.DiscountPct,,,"[0.15, 0.4, 0.05, 0.2, 0.02]"
dbo/DimPromotion.csv,DPromoEndDate,SpecialOffer.EndDate,,,"['2013-03-29', '2013-01-27', '2013-02-26', '2013-12-28', '2013-03-14']"
dbo/DimPromotion.csv,EngPromoCat,SpecialOffer.Category,,,"['Reseller', 'Reseller', 'Reseller', 'Reseller', 'Reseller']"
dbo/DimPromotion.csv,EngPromoName,PromotionName,,,"['Sport Helmet Discount-2003', 'Touring-1000 Promotion', 'Road-650 Overstock', 'Volume Discount over 60', 'Mountain-100 Clearance Sale']"
dbo/DimPromotion.csv,EngPromoType,SpecialOffer.Type,,,"['Seasonal Discount', 'Excess Inventory', 'New Product', 'No Discount', 'Volume Discount']"
