Currency,KeyForDate,MeanRate,EODRate,Date
3,20110207,1.00040016006403,0.9996001599360259,2011-02-07
3,20110208,1.00040016006403,1.0009008107296602,2011-02-08
3,20110209,1.00040016006403,0.9997000899730079,2011-02-09
3,20110210,1.00040016006403,1.0005002501250602,2011-02-10
3,20110211,1.000100010001,1.000100010001,2011-02-11
3,20110212,1.000200040008,1.001001001001,2011-02-12
3,20110213,1.000100010001,0.9997000899730079,2011-02-13
3,20110214,1.000100010001,1.000200040008,2011-02-14
3,20110215,1.000100010001,0.9995002498750619,2011-02-15
3,20110216,1.000100010001,1.001001001001,2011-02-16
3,20110217,1.000100010001,0.999900009999,2011-02-17
3,20110218,1.000100010001,1.0007004903432402,2011-02-18
3,20110219,1.000100010001,1.0,2011-02-19
3,20110220,1.000100010001,1.000100010001,2011-02-20
3,20110221,1.00040016006403,1.000100010001,2011-02-21
3,20110222,1.00040016006403,1.0012014417300799,2011-02-22
3,20110223,1.00040016006403,1.0,2011-02-23
3,20110224,1.000100010001,1.000100010001,2011-02-24
3,20110225,1.000100010001,0.9997000899730079,2011-02-25
3,20110226,1.000100010001,1.001001001001,2011-02-26
3,20110227,1.000200040008,0.9997000899730079,2011-02-27
3,20110228,1.0008006405124101,1.00110121133247,2011-02-28
3,20110301,1.0008006405124101,1.00040016006403,2011-03-01
3,20110302,1.0008006405124101,1.001001001001,2011-03-02
3,20110303,1.000100010001,0.9996001599360259,2011-03-03
3,20110304,1.000100010001,1.001001001001,2011-03-04
3,20110305,1.000200040008,0.999900009999,2011-03-05
3,20110306,1.000200040008,1.00040016006403,2011-03-06
3,20110307,1.0005002501250602,0.999900009999,2011-03-07
3,20110308,1.0005002501250602,1.001001001001,2011-03-08
3,20110309,1.0005002501250602,1.0,2011-03-09
3,20110310,1.000100010001,1.00040016006403,2011-03-10
3,20110311,1.000200040008,0.999900009999,2011-03-11
3,20110312,1.000200040008,1.00110121133247,2011-03-12
3,20110313,1.000200040008,0.999900009999,2011-03-13
3,20110314,1.0,1.0009008107296602,2011-03-14
3,20110315,1.0,0.9998000399920021,2011-03-15
3,20110316,1.0,1.00030009002701,2011-03-16
3,20110317,1.000200040008,0.9996001599360259,2011-03-17
3,20110318,1.000200040008,1.0008006405124101,2011-03-18
3,20110319,1.000200040008,1.000100010001,2011-03-19
3,20110320,1.000200040008,1.00110121133247,2011-03-20
3,20110321,1.0007004903432402,1.000200040008,2011-03-21
3,20110322,1.0007004903432402,1.0008006405124101,2011-03-22
3,20110323,1.0007004903432402,0.9996001599360259,2011-03-23
3,20110324,1.000200040008,1.00110121133247,2011-03-24
3,20110325,1.000200040008,1.000200040008,2011-03-25
3,20110326,1.000200040008,1.0008006405124101,2011-03-26
3,20110327,1.000200040008,0.9995002498750619,2011-03-27
3,20110328,1.00623867981485,1.00644122383253,2011-03-28
3,20110329,1.00623867981485,1.00603621730382,2011-03-29
3,20110330,1.00623867981485,1.00633994163228,2011-03-30
3,20110331,1.000200040008,0.9996001599360259,2011-03-31
3,20110401,1.000200040008,1.0008006405124101,2011-04-01
3,20110402,1.000200040008,0.9996001599360259,2011-04-02
3,20110403,1.000200040008,1.0012014417300799,2011-04-03
3,20110404,1.0008006405124101,0.9997000899730079,2011-04-04
3,20110405,1.0008006405124101,1.00110121133247,2011-04-05
3,20110406,1.0008006405124101,0.999900009999,2011-04-06
3,20110407,1.000200040008,1.000200040008,2011-04-07
3,20110408,1.000100010001,0.9998000399920021,2011-04-08
3,20110409,1.000200040008,1.00110121133247,2011-04-09
3,20110410,1.000200040008,0.9998000399920021,2011-04-10
3,20110411,1.0005002501250602,1.0013016921998599,2011-04-11
3,20110412,1.0005002501250602,0.9996001599360259,2011-04-12
3,20110413,1.0005002501250602,1.00110121133247,2011-04-13
3,20110414,1.000100010001,0.999400359784129,2011-04-14
3,20110415,1.000100010001,1.00040016006403,2011-04-15
3,20110416,1.000200040008,0.9996001599360259,2011-04-16
3,20110417,1.000200040008,1.00110121133247,2011-04-17
3,20110418,1.0005002501250602,1.00030009002701,2011-04-18
3,20110419,1.0005002501250602,1.0009008107296602,2011-04-19
3,20110420,1.0005002501250602,1.0,2011-04-20
3,20110421,1.000100010001,1.00040016006403,2011-04-21
3,20110422,1.000100010001,0.9998000399920021,2011-04-22
3,20110423,1.000100010001,1.000100010001,2011-04-23
3,20110424,1.000100010001,0.9996001599360259,2011-04-24
3,20110425,1.0005002501250602,1.0013016921998599,2011-04-25
3,20110426,1.0005002501250602,0.9997000899730079,2011-04-26
3,20110427,1.0005002501250602,1.0014019627478499,2011-04-27
3,20110428,1.000200040008,0.9995002498750619,2011-04-28
3,20110429,1.000200040008,1.00110121133247,2011-04-29
3,20110430,1.000200040008,0.9996001599360259,2011-04-30
3,20110501,1.000200040008,1.00030009002701,2011-05-01
3,20110502,1.0005002501250602,0.9997000899730079,2011-05-02
3,20110503,1.0005002501250602,1.00110121133247,2011-05-03
3,20110504,1.0005002501250602,1.000100010001,2011-05-04
3,20110505,1.000200040008,1.00110121133247,2011-05-05
3,20110506,1.000200040008,0.999900009999,2011-05-06
3,20110507,1.000100010001,1.00030009002701,2011-05-07
3,20110508,1.000200040008,0.999900009999,2011-05-08
3,20110509,1.0005002501250602,1.0012014417300799,2011-05-09
3,20110510,1.0005002501250602,0.9998000399920021,2011-05-10
3,20110511,1.0005002501250602,1.0007004903432402,2011-05-11
3,20110512,1.000100010001,1.000100010001,2011-05-12
3,20110513,1.000100010001,1.0009008107296602,2011-05-13
3,20110514,1.000100010001,0.9996001599360259,2011-05-14
3,20110515,1.000100010001,1.00030009002701,2011-05-15
3,20110516,1.0005002501250602,0.9996001599360259,2011-05-16
3,20110517,1.0005002501250602,1.0009008107296602,2011-05-17
3,20110518,1.0005002501250602,0.9996001599360259,2011-05-18
3,20110519,1.000200040008,1.0007004903432402,2011-05-19
3,20110520,1.000200040008,1.000100010001,2011-05-20
3,20110521,1.000200040008,1.000200040008,2011-05-21
3,20110522,1.000200040008,0.9996001599360259,2011-05-22
3,20110523,1.0005002501250602,1.0007004903432402,2011-05-23
3,20110524,1.0005002501250602,0.9996001599360259,2011-05-24
3,20110525,1.0005002501250602,1.0005002501250602,2011-05-25
3,20110526,1.000200040008,0.9995002498750619,2011-05-26
3,20110527,1.000200040008,1.0007004903432402,2011-05-27
3,20110528,1.000200040008,0.9998000399920021,2011-05-28
3,20110529,1.000200040008,1.0005002501250602,2011-05-29
3,20110530,1.0005002501250602,1.00040016006403,2011-05-30
3,20110531,1.0005002501250602,1.001001001001,2011-05-31
3,20110601,1.0005002501250602,1.00040016006403,2011-06-01
3,20110602,1.000100010001,1.0005002501250602,2011-06-02
3,20110603,1.000100010001,0.999900009999,2011-06-03
3,20110604,1.001001001001,1.001001001001,2011-06-04
3,20110605,1.001001001001,1.0005002501250602,2011-06-05
3,20110606,1.001001001001,1.00150225338007,2011-06-06
3,20110607,1.00040016006403,0.9997000899730079,2011-06-07
3,20110608,1.00030009002701,1.0008006405124101,2011-06-08
3,20110609,1.000200040008,0.999400359784129,2011-06-09
3,20110610,1.000200040008,1.001001001001,2011-06-10
3,20110611,1.000200040008,0.999900009999,2011-06-11
3,20110612,1.000200040008,1.001001001001,2011-06-12
3,20110613,1.0008006405124101,1.000200040008,2011-06-13
3,20110614,1.0008006405124101,1.00110121133247,2011-06-14
3,20110615,1.0008006405124101,0.999900009999,2011-06-15
3,20110616,1.0008006405124101,1.0013016921998599,2011-06-16
3,20110617,1.000200040008,0.9996001599360259,2011-06-17
3,20110618,1.000200040008,1.000200040008,2011-06-18
3,20110619,1.000200040008,0.9996001599360259,2011-06-19
3,20110620,1.0007004903432402,1.0014019627478499,2011-06-20
3,20110621,1.0007004903432402,0.999900009999,2011-06-21
3,20110622,1.0007004903432402,1.00170289492137,2011-06-22
3,20110623,1.000200040008,0.9996001599360259,2011-06-23
3,20110624,1.000200040008,1.0009008107296602,2011-06-24
3,20110625,1.000200040008,0.9996001599360259,2011-06-25
3,20110626,1.000200040008,1.000200040008,2011-06-26
3,20110627,1.0007004903432402,0.9998000399920021,2011-06-27
3,20110628,1.0007004903432402,1.0009008107296602,2011-06-28
3,20110629,1.0007004903432402,0.9998000399920021,2011-06-29
3,20110630,1.000200040008,1.00030009002701,2011-06-30
3,20110701,1.000200040008,0.9997000899730079,2011-07-01
3,20110702,1.000200040008,1.001001001001,2011-07-02
3,20110703,1.000200040008,0.9998000399920021,2011-07-03
3,20110704,1.0005002501250602,1.0014019627478499,2011-07-04
3,20110705,1.0005002501250602,1.000200040008,2011-07-05
3,20110706,1.0005002501250602,1.00150225338007,2011-07-06
3,20110707,1.000200040008,0.9996001599360259,2011-07-07
3,20110708,1.000200040008,1.0009008107296602,2011-07-08
3,20110709,1.000200040008,0.999400359784129,2011-07-09
3,20110710,1.000200040008,1.00110121133247,2011-07-10
3,20110711,1.0008006405124101,0.9998000399920021,2011-07-11
3,20110712,1.0008006405124101,1.001001001001,2011-07-12
3,20110713,1.0008006405124101,1.0007004903432402,2011-07-13
3,20110714,1.000100010001,1.00030009002701,2011-07-14
3,20110715,1.000100010001,0.99930048965724,2011-07-15
3,20110716,1.000100010001,1.00030009002701,2011-07-16
3,20110717,1.000200040008,0.9997000899730079,2011-07-17
3,20110718,1.0005002501250602,1.00110121133247,2011-07-18
3,20110719,1.0005002501250602,0.9998000399920021,2011-07-19
3,20110720,1.0005002501250602,1.0008006405124101,2011-07-20
3,20110721,1.000200040008,0.999400359784129,2011-07-21
3,20110722,1.000200040008,1.00110121133247,2011-07-22
3,20110723,1.000200040008,1.000200040008,2011-07-23
3,20110724,1.000200040008,1.0012014417300799,2011-07-24
3,20110725,1.000200040008,1.0,2011-07-25
3,20110726,1.000200040008,1.000200040008,2011-07-26
3,20110727,1.000200040008,0.999400359784129,2011-07-27
3,20110728,1.000200040008,1.0009008107296602,2011-07-28
3,20110729,1.000200040008,0.9996001599360259,2011-07-29
3,20110730,1.000200040008,1.0007004903432402,2011-07-30
3,20110731,1.000200040008,0.9996001599360259,2011-07-31
3,20110801,1.0009008107296602,1.0013016921998599,2011-08-01
3,20110802,1.0009008107296602,1.000200040008,2011-08-02
3,20110803,1.0009008107296602,1.00110121133247,2011-08-03
3,20110804,1.0009008107296602,1.00030009002701,2011-08-04
3,20110805,1.000200040008,1.0005002501250602,2011-08-05
3,20110806,1.000200040008,0.999400359784129,2011-08-06
3,20110807,1.000200040008,1.00030009002701,2011-08-07
3,20110808,1.0005002501250602,1.000200040008,2011-08-08
3,20110809,1.0005002501250602,1.0012014417300799,2011-08-09
3,20110810,1.0005002501250602,0.9996001599360259,2011-08-10
3,20110811,1.000200040008,1.0007004903432402,2011-08-11
3,20110812,1.000200040008,0.9996001599360259,2011-08-12
3,20110813,1.000200040008,1.0007004903432402,2011-08-13
3,20110814,1.000200040008,0.999900009999,2011-08-14
3,20110815,1.0005002501250602,1.0008006405124101,2011-08-15
3,20110816,1.0005002501250602,0.999900009999,2011-08-16
3,20110817,1.00040016006403,1.0009008107296602,2011-08-17
3,20110818,1.00040016006403,0.9997000899730079,2011-08-18
3,20110819,1.000200040008,1.000200040008,2011-08-19
3,20110820,1.000200040008,0.999400359784129,2011-08-20
3,20110821,1.000200040008,1.001001001001,2011-08-21
3,20110822,1.0005002501250602,1.00040016006403,2011-08-22
3,20110823,1.0005002501250602,1.0005002501250602,2011-08-23
3,20110824,1.0005002501250602,1.000200040008,2011-08-24
3,20110825,1.000200040008,1.001001001001,2011-08-25
3,20110826,1.000200040008,0.9996001599360259,2011-08-26
3,20110827,1.000200040008,1.00110121133247,2011-08-27
3,20110828,1.000200040008,1.000100010001,2011-08-28
3,20110829,1.0007004903432402,1.0013016921998599,2011-08-29
3,20110830,1.0007004903432402,1.00040016006403,2011-08-30
3,20110831,1.0007004903432402,1.0012014417300799,2011-08-31
3,20110901,1.000200040008,1.0,2011-09-01
3,20110902,1.000200040008,1.0012014417300799,2011-09-02
3,20110903,1.000200040008,1.0,2011-09-03
3,20110904,1.000200040008,1.0007004903432402,2011-09-04
3,20110905,1.0007004903432402,0.9998000399920021,2011-09-05
3,20110906,1.0007004903432402,1.00150225338007,2011-09-06
3,20110907,1.0007004903432402,0.999900009999,2011-09-07
3,20110908,1.000200040008,1.00110121133247,2011-09-08
3,20110909,1.000200040008,0.9997000899730079,2011-09-09
3,20110910,1.000200040008,1.00030009002701,2011-09-10
3,20110911,1.000200040008,0.9995002498750619,2011-09-11
3,20110912,1.0005002501250602,1.0009008107296602,2011-09-12
3,20110913,1.0005002501250602,1.0,2011-09-13
3,20110914,1.0005002501250602,1.001001001001,2011-09-14
3,20110915,1.000200040008,0.9996001599360259,2011-09-15
3,20110916,1.000200040008,1.001001001001,2011-09-16
3,20110917,1.000200040008,0.9995002498750619,2011-09-17
3,20110918,1.000200040008,1.0008006405124101,2011-09-18
3,20110919,1.0005002501250602,0.9997000899730079,2011-09-19
3,20110920,1.0005002501250602,1.0005002501250602,2011-09-20
3,20110921,1.0005002501250602,0.999900009999,2011-09-21
3,20110922,1.000200040008,1.001001001001,2011-09-22
3,20110923,1.000100010001,0.9998000399920021,2011-09-23
3,20110924,1.000200040008,1.00110121133247,2011-09-24
3,20110925,1.000200040008,0.999900009999,2011-09-25
3,20110926,1.0005002501250602,1.001001001001,2011-09-26
3,20110927,1.0005002501250602,0.9997000899730079,2011-09-27
3,20110928,1.0005002501250602,1.00110121133247,2011-09-28
3,20110929,1.000200040008,0.9996001599360259,2011-09-29
3,20110930,1.000200040008,1.00030009002701,2011-09-30
3,20111001,1.000200040008,0.999400359784129,2011-10-01
3,20111002,1.000200040008,1.000200040008,2011-10-02
3,20111003,1.0008006405124101,1.0,2011-10-03
3,20111004,1.0008006405124101,1.0009008107296602,2011-10-04
3,20111005,1.0008006405124101,1.0,2011-10-05
3,20111006,1.0008006405124101,1.0013016921998599,2011-10-06
3,20111007,1.000200040008,1.000200040008,2011-10-07
3,20111008,1.000200040008,1.0008006405124101,2011-10-08
3,20111009,1.000200040008,0.999900009999,2011-10-09
3,20111010,1.0007004903432402,1.001001001001,2011-10-10
3,20111011,1.0007004903432402,1.00030009002701,2011-10-11
3,20111012,1.0007004903432402,1.0009008107296602,2011-10-12
3,20111013,1.000200040008,1.0,2011-10-13
3,20111014,1.000200040008,1.0007004903432402,2011-10-14
3,20111015,1.000200040008,0.999900009999,2011-10-15
3,20111016,1.000200040008,1.0005002501250602,2011-10-16
3,20111017,1.0009008107296602,1.0009008107296602,2011-10-17
3,20111018,1.0009008107296602,1.0012014417300799,2011-10-18
3,20111019,1.0009008107296602,1.0007004903432402,2011-10-19
3,20111020,1.000200040008,1.000200040008,2011-10-20
3,20111021,1.000200040008,0.9996001599360259,2011-10-21
3,20111022,1.000200040008,1.0008006405124101,2011-10-22
3,20111023,1.000200040008,0.9998000399920021,2011-10-23
3,20111024,1.0007004903432402,1.0008006405124101,2011-10-24
3,20111025,1.0007004903432402,1.00040016006403,2011-10-25
3,20111026,1.0007004903432402,1.0007004903432402,2011-10-26
3,20111027,1.000200040008,0.9996001599360259,2011-10-27
3,20111028,1.000200040008,1.00030009002701,2011-10-28
3,20111029,1.000200040008,0.99930048965724,2011-10-29
3,20111030,1.000200040008,1.001001001001,2011-10-30
3,20111031,1.0007004903432402,1.0007004903432402,2011-10-31
3,20111101,1.0007004903432402,1.0008006405124101,2011-11-01
3,20111102,1.0007004903432402,1.00040016006403,2011-11-02
3,20111103,1.000200040008,1.0008006405124101,2011-11-03
3,20111104,1.000200040008,0.9998000399920021,2011-11-04
3,20111105,1.000200040008,1.00030009002701,2011-11-05
3,20111106,1.000200040008,0.9998000399920021,2011-11-06
3,20111107,1.0007004903432402,1.0008006405124101,2011-11-07
3,20111108,1.0007004903432402,1.000100010001,2011-11-08
3,20111109,1.0007004903432402,1.0014019627478499,2011-11-09
3,20111110,1.000200040008,1.000100010001,2011-11-10
3,20111111,1.000200040008,1.0005002501250602,2011-11-11
3,20111112,1.000200040008,1.0,2011-11-12
3,20111113,1.0,1.0007004903432402,2011-11-13
3,20111114,1.0,0.999900009999,2011-11-14
3,20111115,1.0,1.000100010001,2011-11-15
3,20111116,1.0,0.9996001599360259,2011-11-16
3,20111117,1.000200040008,1.000200040008,2011-11-17
3,20111118,1.000200040008,0.9995002498750619,2011-11-18
3,20111119,1.000200040008,1.0008006405124101,2011-11-19
3,20111120,1.000200040008,0.9996001599360259,2011-11-20
3,20111121,1.0009008107296602,1.0012014417300799,2011-11-21
3,20111122,1.0009008107296602,1.0005002501250602,2011-11-22
3,20111123,1.0009008107296602,1.0013016921998599,2011-11-23
3,20111124,1.000200040008,0.999900009999,2011-11-24
3,20111125,1.000200040008,1.001001001001,2011-11-25
3,20111126,1.000200040008,0.9996001599360259,2011-11-26
3,20111127,1.000200040008,1.0012014417300799,2011-11-27
3,20111128,1.0009008107296602,0.999900009999,2011-11-28
3,20111129,1.0009008107296602,1.00170289492137,2011-11-29
3,20111130,1.0009008107296602,1.00030009002701,2011-11-30
3,20111201,1.0009008107296602,1.00150225338007,2011-12-01
3,20111202,1.000200040008,0.999400359784129,2011-12-02
3,20111203,1.000200040008,1.00030009002701,2011-12-03
3,20111204,1.000200040008,0.99930048965724,2011-12-04
3,20111205,1.0007004903432402,1.001001001001,2011-12-05
3,20111206,1.0007004903432402,1.00040016006403,2011-12-06
3,20111207,1.0007004903432402,1.0013016921998599,2011-12-07
3,20111208,1.000200040008,0.999900009999,2011-12-08
3,20111209,1.000200040008,1.001001001001,2011-12-09
3,20111210,1.000200040008,0.9995002498750619,2011-12-10
3,20111211,1.000200040008,1.00030009002701,2011-12-11
3,20111212,1.0007004903432402,1.0007004903432402,2011-12-12
3,20111213,1.0007004903432402,1.0014019627478499,2011-12-13
3,20111214,1.0007004903432402,1.0005002501250602,2011-12-14
3,20111215,1.000200040008,1.001001001001,2011-12-15
3,20111216,1.000200040008,0.99930048965724,2011-12-16
3,20111217,1.000200040008,1.000200040008,2011-12-17
3,20111218,1.000200040008,0.9995002498750619,2011-12-18
3,20111219,1.001001001001,1.00170289492137,2011-12-19
3,20111220,1.001001001001,1.0005002501250602,2011-12-20
3,20111221,1.001001001001,1.0013016921998599,2011-12-21
3,20111222,1.001001001001,1.000100010001,2011-12-22
3,20111223,1.00030009002701,1.0005002501250602,2011-12-23
3,20111224,1.00030009002701,0.999900009999,2011-12-24
3,20111225,1.00040016006403,1.0012014417300799,2011-12-25
3,20111226,1.0008006405124101,1.0,2011-12-26
3,20111227,1.0008006405124101,1.00150225338007,2011-12-27
3,20111228,1.0008006405124101,1.0005002501250602,2011-12-28
3,20111229,1.000200040008,1.0005002501250602,2011-12-29
3,20111230,1.000200040008,1.000200040008,2011-12-30
3,20111231,1.000200040008,1.0009008107296602,2011-12-31
3,20120101,1.000200040008,1.000100010001,2012-01-01
3,20120102,1.0005002501250602,1.001001001001,2012-01-02
3,20120103,1.0005002501250602,0.9998000399920021,2012-01-03
3,20120104,1.0005002501250602,1.0014019627478499,2012-01-04
3,20120105,1.000200040008,0.9998000399920021,2012-01-05
3,20120106,1.000200040008,1.0008006405124101,2012-01-06
3,20120107,1.00040016006403,0.9996001599360259,2012-01-07
3,20120108,1.0009008107296602,1.00170289492137,2012-01-08
3,20120109,1.0009008107296602,1.0005002501250602,2012-01-09
3,20120110,1.0009008107296602,1.00180324584252,2012-01-10
3,20120111,1.0009008107296602,1.0007004903432402,2012-01-11
3,20120112,1.000200040008,1.0008006405124101,2012-01-12
3,20120113,1.000200040008,1.0,2012-01-13
3,20120114,1.000200040008,1.001001001001,2012-01-14
3,20120115,1.000200040008,1.0,2012-01-15
3,20120116,1.0007004903432402,1.0008006405124101,2012-01-16
3,20120117,1.0007004903432402,0.9997000899730079,2012-01-17
3,20120118,1.0007004903432402,1.0012014417300799,2012-01-18
3,20120119,1.000200040008,0.9997000899730079,2012-01-19
3,20120120,1.000200040008,1.00040016006403,2012-01-20
3,20120121,1.00030009002701,1.000100010001,2012-01-21
3,20120122,1.00030009002701,1.0013016921998599,2012-01-22
3,20120123,1.00030009002701,1.00030009002701,2012-01-23
3,20120124,1.00030009002701,1.0012014417300799,2012-01-24
3,20120125,1.00030009002701,0.9996001599360259,2012-01-25
3,20120126,1.00030009002701,1.001001001001,2012-01-26
3,20120127,1.00030009002701,0.9995002498750619,2012-01-27
3,20120128,1.00030009002701,1.0013016921998599,2012-01-28
3,20120129,1.00040016006403,0.9996001599360259,2012-01-29
3,20120130,1.00110121133247,1.00200400801603,2012-01-30
3,20120131,1.00110121133247,1.0008006405124101,2012-01-31
3,20120201,1.00110121133247,1.0013016921998599,2012-02-01
3,20120202,1.00040016006403,1.00030009002701,2012-02-02
3,20120203,1.00030009002701,1.0013016921998599,2012-02-03
3,20120204,1.00030009002701,1.00030009002701,2012-02-04
3,20120205,1.00030009002701,1.0009008107296602,2012-02-05
3,20120206,1.00110121133247,1.001001001001,2012-02-06
3,20120207,1.00110121133247,1.00150225338007,2012-02-07
3,20120208,1.00110121133247,1.00040016006403,2012-02-08
3,20120209,1.00110121133247,1.00190361687206,2012-02-09
3,20120210,1.00030009002701,1.000200040008,2012-02-10
3,20120211,1.00030009002701,1.0009008107296602,2012-02-11
3,20120212,1.00170289492137,1.00150225338007,2012-02-12
3,20120213,1.00170289492137,1.00270730973629,2012-02-13
3,20120214,1.00170289492137,1.001001001001,2012-02-14
3,20120215,1.00170289492137,1.00180324584252,2012-02-15
3,20120216,1.00170289492137,1.0007004903432402,2012-02-16
3,20120217,1.00030009002701,1.0009008107296602,2012-02-17
3,20120218,1.00030009002701,1.000200040008,2012-02-18
3,20120219,1.000200040008,1.001001001001,2012-02-19
3,20120220,1.0008006405124101,0.999900009999,2012-02-20
3,20120221,1.0008006405124101,1.001001001001,2012-02-21
3,20120222,1.0008006405124101,1.0007004903432402,2012-02-22
3,20120223,1.000200040008,1.0005002501250602,2012-02-23
3,20120224,1.000200040008,0.9996001599360259,2012-02-24
3,20120225,1.000200040008,1.0007004903432402,2012-02-25
3,20120226,1.000200040008,1.0,2012-02-26
3,20120227,1.0009008107296602,1.0012014417300799,2012-02-27
3,20120228,1.0009008107296602,1.0005002501250602,2012-02-28
3,20120229,1.0009008107296602,1.0013016921998599,2012-02-29
3,20120301,1.000200040008,0.99930048965724,2012-03-01
3,20120302,1.000200040008,1.00040016006403,2012-03-02
3,20120303,1.000200040008,0.999900009999,2012-03-03
3,20120304,1.000200040008,1.00040016006403,2012-03-04
3,20120305,1.0005002501250602,1.000200040008,2012-03-05
3,20120306,1.0005002501250602,1.00110121133247,2012-03-06
3,20120307,1.0005002501250602,1.000100010001,2012-03-07
3,20120308,1.000200040008,1.000200040008,2012-03-08
3,20120309,1.000200040008,0.9996001599360259,2012-03-09
3,20120310,1.000200040008,1.001001001001,2012-03-10
3,20120311,1.000200040008,0.9998000399920021,2012-03-11
3,20120312,1.0005002501250602,1.0009008107296602,2012-03-12
3,20120313,1.0005002501250602,1.000100010001,2012-03-13
3,20120314,1.0005002501250602,1.0012014417300799,2012-03-14
3,20120315,1.000200040008,0.999400359784129,2012-03-15
3,20120316,1.000100010001,1.00040016006403,2012-03-16
3,20120317,1.000100010001,0.9996001599360259,2012-03-17
3,20120318,1.000100010001,1.000200040008,2012-03-18
3,20120319,1.0005002501250602,0.9996001599360259,2012-03-19
3,20120320,1.0005002501250602,1.0013016921998599,2012-03-20
3,20120321,1.0005002501250602,1.000200040008,2012-03-21
3,20120322,1.000100010001,1.0009008107296602,2012-03-22
3,20120323,1.000100010001,0.9996001599360259,2012-03-23
3,20120324,1.000100010001,1.0008006405124101,2012-03-24
3,20120325,1.000100010001,0.99930048965724,2012-03-25
3,20120326,1.00040016006403,1.0008006405124101,2012-03-26
3,20120327,1.00040016006403,0.9996001599360259,2012-03-27
3,20120328,1.00040016006403,1.001001001001,2012-03-28
3,20120329,1.000100010001,0.9996001599360259,2012-03-29
3,20120330,1.000100010001,1.001001001001,2012-03-30
3,20120331,1.000100010001,0.9997000899730079,2012-03-31
3,20120401,1.000100010001,1.0007004903432402,2012-04-01
3,20120402,1.0005002501250602,0.9998000399920021,2012-04-02
3,20120403,1.0005002501250602,1.00150225338007,2012-04-03
3,20120404,1.0005002501250602,1.00030009002701,2012-04-04
3,20120405,1.000100010001,1.0008006405124101,2012-04-05
3,20120406,1.000100010001,0.9996001599360259,2012-04-06
3,20120407,1.000100010001,1.0008006405124101,2012-04-07
3,20120408,1.000100010001,0.999900009999,2012-04-08
3,20120409,1.00040016006403,1.0007004903432402,2012-04-09
3,20120410,1.00040016006403,0.9996001599360259,2012-04-10
3,20120411,1.00040016006403,1.0005002501250602,2012-04-11
3,20120412,1.000100010001,1.0,2012-04-12
3,20120413,1.000100010001,1.000200040008,2012-04-13
3,20120414,1.000100010001,0.9997000899730079,2012-04-14
3,20120415,1.000100010001,1.00030009002701,2012-04-15
3,20120416,1.00040016006403,1.000200040008,2012-04-16
3,20120417,1.00040016006403,1.001001001001,2012-04-17
3,20120418,1.00040016006403,1.00030009002701,2012-04-18
3,20120419,1.000100010001,1.0008006405124101,2012-04-19
3,20120420,1.000100010001,0.999400359784129,2012-04-20
3,20120421,1.000100010001,1.0008006405124101,2012-04-21
3,20120422,1.000100010001,0.9997000899730079,2012-04-22
3,20120423,1.00040016006403,1.0012014417300799,2012-04-23
3,20120424,1.00040016006403,0.9997000899730079,2012-04-24
3,20120425,1.00040016006403,1.0007004903432402,2012-04-25
3,20120426,1.000100010001,0.9996001599360259,2012-04-26
3,20120427,1.000100010001,1.000200040008,2012-04-27
3,20120428,1.000200040008,0.9998000399920021,2012-04-28
